idx,no_of_layers,l1,l2,l3,activation,solver,learning_rate,alpha,warm_start,precision,recall,f1,training time (ms),inference time (ms),train(cpu_line)(nano sec),test(cpu_line)(nano sec),train(mem)(MiB),test(mem)(MiB),total_addr_space(mem)(MiB)
41,1,50,0,0,identity,lbfgs,invscaling,0.01,TRUE,0.9501451253,0.94875,0.948645854,1693.77124,2.676757813,1849398871,2929960,13.8,0,162.3
42,1,50,0,0,identity,lbfgs,invscaling,0.01,FALSE,0.9496288126,0.94875,0.9485418747,1731.03125,2.731201172,1814113680,2953640,11.5,0,164.6
43,1,50,0,0,identity,lbfgs,constant,0.001,TRUE,0.9638138812,0.9625,0.9623060015,1832.135254,2.740478516,1847140554,2963944,11.4,0,161.7
44,1,50,0,0,identity,lbfgs,constant,0.001,FALSE,0.9547246709,0.95375,0.9534595704,1783.843018,2.721923828,1868065190,3070280,11.4,0,157.7
45,1,50,0,0,identity,lbfgs,adaptive,0.001,TRUE,0.9582538412,0.9575,0.9572937819,1729.428223,2.700439453,1815825801,2955016,13.2,0,160.3
46,1,50,0,0,identity,lbfgs,adaptive,0.001,FALSE,0.953480384,0.9525,0.9523234593,1834.223877,2.711425781,1812623279,2975080,11.4,0,155.7
47,1,50,0,0,identity,lbfgs,invscaling,0.001,TRUE,0.9619529879,0.96125,0.961022983,1679.451172,2.734619141,1825049666,3057031,11.4,0,154.9
48,1,50,0,0,identity,lbfgs,invscaling,0.001,FALSE,0.9506108618,0.95,0.9497556829,1728.63501,2.749755859,1816117507,2914407,11.5,0,167
49,1,50,0,0,identity,lbfgs,constant,0.0001,TRUE,0.9568711149,0.95625,0.9561621295,1702.734131,2.690429688,1786736504,2997927,42.6,0,183.5
50,1,50,0,0,identity,lbfgs,constant,0.0001,FALSE,0.9542431614,0.95375,0.9534276532,1889.067383,2.716552734,1750177889,2987815,13.7,0,163.4
51,1,50,0,0,identity,lbfgs,adaptive,0.0001,TRUE,0.9546692234,0.95375,0.9535924823,1704.488525,2.780517578,1860018471,3063879,13.5,0,158.2
52,1,50,0,0,identity,lbfgs,adaptive,0.0001,FALSE,0.9621618024,0.96125,0.9610559745,1767.490479,1.959960938,1856845412,2966694,13.5,0,156.7
53,1,50,0,0,identity,lbfgs,invscaling,0.0001,TRUE,0.9589766419,0.9575,0.9573962233,1822.14624,2.734619141,1796908803,2987271,13.5,0,160.7
54,1,50,0,0,identity,lbfgs,invscaling,0.0001,FALSE,0.9570110987,0.95625,0.9561563709,1749.696289,2.740722656,1816295035,2974406,39.3,0,180.2
55,1,50,0,0,relu,sgd,constant,0.01,TRUE,0.9038149407,0.9,0.8993228502,3344.662109,2.639404297,3629260104,2987751,8.4,0,154.6
56,1,50,0,0,relu,sgd,constant,0.01,FALSE,0.9071446931,0.905,0.9034776364,3365.164795,2.630615234,3588125724,2869625,34.5,0,177.6
57,1,50,0,0,relu,sgd,adaptive,0.01,TRUE,0.904491347,0.9,0.89946225,3368.028076,2.625244141,3621235968,3039801,32.5,0,173.4
58,1,50,0,0,relu,sgd,adaptive,0.01,FALSE,0.9180076914,0.91375,0.9126356313,3327.711182,2.633056641,3577874158,3008508,24.4,0,172.7
59,1,50,0,0,relu,sgd,invscaling,0.01,TRUE,0.1322662326,0.19125,0.1310118478,3324.14917,2.62890625,3655565226,2952543,10.5,0,166
60,1,50,0,0,relu,sgd,invscaling,0.01,FALSE,0.1117550608,0.16,0.09476357896,3340.347412,2.681884766,3629974311,3103136,8.5,0,155.1
61,1,50,0,0,relu,sgd,constant,0.001,TRUE,0.919215207,0.91625,0.9156937532,3318.966797,2.66796875,3632310235,2929667,10.5,0,157.4
62,1,50,0,0,relu,sgd,constant,0.001,FALSE,0.9256851542,0.92125,0.9199991905,3317.505615,2.652832031,3607869973,3055876,10.5,0,162.6
